S.No, Employee_ID, Employee_Name, Company_ID, Company_Name, Designation, Department 
1,1001,Wipro1,512,Wipro,Infra,QA
2,1002,Wipro2,512,Wipro,juniorHR,HR
3,1003,Wipro3,512,Wipro,seniorHR,HR
4,1004,Wipro4,512,Wipro,SoftwareDeveloper,Dev
5,1005,Wipro5,512,Wipro,Manager,Management
6,1006,Wipro6,512,Wipro,Infra,QA
7,1007,Wipro7,512,Wipro,juniorHR,HR
8,1008,Wipro8,512,Wipro,seniorHR,HR
9,1009,Wipro9,512,Wipro,SoftwareDeveloper,Dev
10,1010,Wipro10,512,Wipro,Manager,Management
11,1011,Wipro11,512,Wipro,Infra,QA
12,1012,Wipro12,512,Wipro,juniorHR,HR
13,1013,Wipro13,512,Wipro,seniorHR,HR
14,1014,Wipro14,512,Wipro,SoftwareDeveloper,Dev
15,1015,Wipro15,512,Wipro,Manager,Management
16,1016,Wipro16,512,Wipro,Infra,QA
17,1017,Wipro17,512,Wipro,juniorHR,HR
18,1018,Wipro18,512,Wipro,seniorHR,HR
19,1019,Wipro19,512,Wipro,SoftwareDeveloper,Dev
20,1020,Wipro20,512,Wipro,Manager,Management
21,1021,Wipro21,512,Wipro,Infra,QA
22,1022,Wipro22,512,Wipro,juniorHR,HR
23,1023,Wipro23,512,Wipro,seniorHR,HR
24,1024,Wipro24,512,Wipro,SoftwareDeveloper,Dev
25,1025,Wipro25,512,Wipro,Manager,Management
26,1026,Wipro26,512,Wipro,Infra,QA
27,1027,Wipro27,512,Wipro,juniorHR,HR
28,1028,Wipro28,512,Wipro,seniorHR,HR
29,1029,Wipro29,512,Wipro,SoftwareDeveloper,Dev
30,1030,Wipro30,512,Wipro,Manager,Management
31,1031,Wipro31,512,Wipro,Infra,QA
32,1032,Wipro32,512,Wipro,juniorHR,HR
33,1033,Wipro33,512,Wipro,seniorHR,HR
34,1034,Wipro34,512,Wipro,SoftwareDeveloper,Dev
35,1035,Wipro35,512,Wipro,Manager,Management
36,1036,Wipro36,512,Wipro,Infra,QA
37,1037,Wipro37,512,Wipro,juniorHR,HR
38,1038,Wipro38,512,Wipro,seniorHR,HR
39,1039,Wipro39,512,Wipro,SoftwareDeveloper,Dev
40,1040,Wipro40,512,Wipro,Manager,Management
41,1041,Wipro41,512,Wipro,Infra,QA
42,1042,Wipro42,512,Wipro,juniorHR,HR
43,1043,Wipro43,512,Wipro,seniorHR,HR
44,1044,Wipro44,512,Wipro,SoftwareDeveloper,Dev
45,1045,Wipro45,512,Wipro,Manager,Management
46,1046,Wipro46,512,Wipro,Infra,QA
47,1047,Wipro47,512,Wipro,juniorHR,HR
48,1048,Wipro48,512,Wipro,seniorHR,HR
49,1049,Wipro49,512,Wipro,SoftwareDeveloper,Dev
50,1050,Wipro50,512,Wipro,Manager,Management
51,1051,Wipro51,512,Wipro,Infra,QA
52,1052,Wipro52,512,Wipro,juniorHR,HR
53,1053,Wipro53,512,Wipro,seniorHR,HR
54,1054,Wipro54,512,Wipro,SoftwareDeveloper,Dev
55,1055,Wipro55,512,Wipro,Manager,Management
56,1056,Wipro56,512,Wipro,Infra,QA
57,1057,Wipro57,512,Wipro,juniorHR,HR
58,1058,Wipro58,512,Wipro,seniorHR,HR
59,1059,Wipro59,512,Wipro,SoftwareDeveloper,Dev
60,1060,Wipro60,512,Wipro,Manager,Management
61,1061,Wipro61,512,Wipro,Infra,QA
62,1062,Wipro62,512,Wipro,juniorHR,HR
63,1063,Wipro63,512,Wipro,seniorHR,HR
64,1064,Wipro64,512,Wipro,SoftwareDeveloper,Dev
65,1065,Wipro65,512,Wipro,Manager,Management
66,1066,Wipro66,512,Wipro,Infra,QA
67,1067,Wipro67,512,Wipro,juniorHR,HR
68,1068,Wipro68,512,Wipro,seniorHR,HR
69,1069,Wipro69,512,Wipro,SoftwareDeveloper,Dev
70,1070,Wipro70,512,Wipro,Manager,Management
71,1071,Wipro71,512,Wipro,Infra,QA
72,1072,Wipro72,512,Wipro,juniorHR,HR
73,1073,Wipro73,512,Wipro,seniorHR,HR
74,1074,Wipro74,512,Wipro,SoftwareDeveloper,Dev
75,1075,Wipro75,512,Wipro,Manager,Management
76,1076,Wipro76,512,Wipro,Infra,QA
77,1077,Wipro77,512,Wipro,juniorHR,HR
78,1078,Wipro78,512,Wipro,seniorHR,HR
79,1079,Wipro79,512,Wipro,SoftwareDeveloper,Dev
80,1080,Wipro80,512,Wipro,Manager,Management
81,1081,Wipro81,512,Wipro,Infra,QA
82,1082,Wipro82,512,Wipro,juniorHR,HR
83,1083,Wipro83,512,Wipro,seniorHR,HR
84,1084,Wipro84,512,Wipro,SoftwareDeveloper,Dev
85,1085,Wipro85,512,Wipro,Manager,Management
86,1086,Wipro86,512,Wipro,Infra,QA
87,1087,Wipro87,512,Wipro,juniorHR,HR
88,1088,Wipro88,512,Wipro,seniorHR,HR
89,1089,Wipro89,512,Wipro,SoftwareDeveloper,Dev
90,1090,Wipro90,512,Wipro,Manager,Management
91,1091,Wipro91,512,Wipro,Infra,QA
92,1092,Wipro92,512,Wipro,juniorHR,HR
93,1093,Wipro93,512,Wipro,seniorHR,HR
94,1094,Wipro94,512,Wipro,SoftwareDeveloper,Dev
95,1095,Wipro95,512,Wipro,Manager,Management
96,1096,Wipro96,512,Wipro,Infra,QA
97,1097,Wipro97,512,Wipro,juniorHR,HR
98,1098,Wipro98,512,Wipro,seniorHR,HR
99,1099,Wipro99,512,Wipro,SoftwareDeveloper,Dev
100,1100,Wipro100,512,Wipro,Manager,Management
