S.No, Employee_ID, Employee_Name, Company_ID, Company_Name, Designation, Department 
1,1001,Oracle1,123,Oracle,Infra,QA
2,1002,Oracle2,123,Oracle,juniorHR,HR
3,1003,Oracle3,123,Oracle,seniorHR,HR
4,1004,Oracle4,123,Oracle,SoftwareDeveloper,Dev
5,1005,Oracle5,123,Oracle,Manager,Management
6,1006,Oracle6,123,Oracle,Infra,QA
7,1007,Oracle7,123,Oracle,juniorHR,HR
8,1008,Oracle8,123,Oracle,seniorHR,HR
9,1009,Oracle9,123,Oracle,SoftwareDeveloper,Dev
10,1010,Oracle10,123,Oracle,Manager,Management
11,1011,Oracle11,123,Oracle,Infra,QA
12,1012,Oracle12,123,Oracle,juniorHR,HR
13,1013,Oracle13,123,Oracle,seniorHR,HR
14,1014,Oracle14,123,Oracle,SoftwareDeveloper,Dev
15,1015,Oracle15,123,Oracle,Manager,Management
16,1016,Oracle16,123,Oracle,Infra,QA
17,1017,Oracle17,123,Oracle,juniorHR,HR
18,1018,Oracle18,123,Oracle,seniorHR,HR
19,1019,Oracle19,123,Oracle,SoftwareDeveloper,Dev
20,1020,Oracle20,123,Oracle,Manager,Management
21,1021,Oracle21,123,Oracle,Infra,QA
22,1022,Oracle22,123,Oracle,juniorHR,HR
23,1023,Oracle23,123,Oracle,seniorHR,HR
24,1024,Oracle24,123,Oracle,SoftwareDeveloper,Dev
25,1025,Oracle25,123,Oracle,Manager,Management
26,1026,Oracle26,123,Oracle,Infra,QA
27,1027,Oracle27,123,Oracle,juniorHR,HR
28,1028,Oracle28,123,Oracle,seniorHR,HR
29,1029,Oracle29,123,Oracle,SoftwareDeveloper,Dev
30,1030,Oracle30,123,Oracle,Manager,Management
31,1031,Oracle31,123,Oracle,Infra,QA
32,1032,Oracle32,123,Oracle,juniorHR,HR
33,1033,Oracle33,123,Oracle,seniorHR,HR
34,1034,Oracle34,123,Oracle,SoftwareDeveloper,Dev
35,1035,Oracle35,123,Oracle,Manager,Management
36,1036,Oracle36,123,Oracle,Infra,QA
37,1037,Oracle37,123,Oracle,juniorHR,HR
38,1038,Oracle38,123,Oracle,seniorHR,HR
39,1039,Oracle39,123,Oracle,SoftwareDeveloper,Dev
40,1040,Oracle40,123,Oracle,Manager,Management
41,1041,Oracle41,123,Oracle,Infra,QA
42,1042,Oracle42,123,Oracle,juniorHR,HR
43,1043,Oracle43,123,Oracle,seniorHR,HR
44,1044,Oracle44,123,Oracle,SoftwareDeveloper,Dev
45,1045,Oracle45,123,Oracle,Manager,Management
46,1046,Oracle46,123,Oracle,Infra,QA
47,1047,Oracle47,123,Oracle,juniorHR,HR
48,1048,Oracle48,123,Oracle,seniorHR,HR
49,1049,Oracle49,123,Oracle,SoftwareDeveloper,Dev
50,1050,Oracle50,123,Oracle,Manager,Management
51,1051,Oracle51,123,Oracle,Infra,QA
52,1052,Oracle52,123,Oracle,juniorHR,HR
53,1053,Oracle53,123,Oracle,seniorHR,HR
54,1054,Oracle54,123,Oracle,SoftwareDeveloper,Dev
55,1055,Oracle55,123,Oracle,Manager,Management
56,1056,Oracle56,123,Oracle,Infra,QA
57,1057,Oracle57,123,Oracle,juniorHR,HR
58,1058,Oracle58,123,Oracle,seniorHR,HR
59,1059,Oracle59,123,Oracle,SoftwareDeveloper,Dev
60,1060,Oracle60,123,Oracle,Manager,Management
61,1061,Oracle61,123,Oracle,Infra,QA
62,1062,Oracle62,123,Oracle,juniorHR,HR
63,1063,Oracle63,123,Oracle,seniorHR,HR
64,1064,Oracle64,123,Oracle,SoftwareDeveloper,Dev
65,1065,Oracle65,123,Oracle,Manager,Management
66,1066,Oracle66,123,Oracle,Infra,QA
67,1067,Oracle67,123,Oracle,juniorHR,HR
68,1068,Oracle68,123,Oracle,seniorHR,HR
69,1069,Oracle69,123,Oracle,SoftwareDeveloper,Dev
70,1070,Oracle70,123,Oracle,Manager,Management
71,1071,Oracle71,123,Oracle,Infra,QA
72,1072,Oracle72,123,Oracle,juniorHR,HR
73,1073,Oracle73,123,Oracle,seniorHR,HR
74,1074,Oracle74,123,Oracle,SoftwareDeveloper,Dev
75,1075,Oracle75,123,Oracle,Manager,Management
76,1076,Oracle76,123,Oracle,Infra,QA
77,1077,Oracle77,123,Oracle,juniorHR,HR
78,1078,Oracle78,123,Oracle,seniorHR,HR
79,1079,Oracle79,123,Oracle,SoftwareDeveloper,Dev
80,1080,Oracle80,123,Oracle,Manager,Management
81,1081,Oracle81,123,Oracle,Infra,QA
82,1082,Oracle82,123,Oracle,juniorHR,HR
83,1083,Oracle83,123,Oracle,seniorHR,HR
84,1084,Oracle84,123,Oracle,SoftwareDeveloper,Dev
85,1085,Oracle85,123,Oracle,Manager,Management
86,1086,Oracle86,123,Oracle,Infra,QA
87,1087,Oracle87,123,Oracle,juniorHR,HR
88,1088,Oracle88,123,Oracle,seniorHR,HR
89,1089,Oracle89,123,Oracle,SoftwareDeveloper,Dev
90,1090,Oracle90,123,Oracle,Manager,Management
91,1091,Oracle91,123,Oracle,Infra,QA
92,1092,Oracle92,123,Oracle,juniorHR,HR
93,1093,Oracle93,123,Oracle,seniorHR,HR
94,1094,Oracle94,123,Oracle,SoftwareDeveloper,Dev
95,1095,Oracle95,123,Oracle,Manager,Management
96,1096,Oracle96,123,Oracle,Infra,QA
97,1097,Oracle97,123,Oracle,juniorHR,HR
98,1098,Oracle98,123,Oracle,seniorHR,HR
99,1099,Oracle99,123,Oracle,SoftwareDeveloper,Dev
100,1100,Oracle100,123,Oracle,Manager,Management
