S.No, Employee_ID, Employee_Name, Company_ID, Company_Name, Designation, Department 
1,1001,MicroSoft1,456,MicroSoft,Infra,QA
2,1002,MicroSoft2,456,MicroSoft,juniorHR,HR
3,1003,MicroSoft3,456,MicroSoft,seniorHR,HR
4,1004,MicroSoft4,456,MicroSoft,SoftwareDeveloper,Dev
5,1005,MicroSoft5,456,MicroSoft,Manager,Management
6,1006,MicroSoft6,456,MicroSoft,Infra,QA
7,1007,MicroSoft7,456,MicroSoft,juniorHR,HR
8,1008,MicroSoft8,456,MicroSoft,seniorHR,HR
9,1009,MicroSoft9,456,MicroSoft,SoftwareDeveloper,Dev
10,1010,MicroSoft10,456,MicroSoft,Manager,Management
11,1011,MicroSoft11,456,MicroSoft,Infra,QA
12,1012,MicroSoft12,456,MicroSoft,juniorHR,HR
13,1013,MicroSoft13,456,MicroSoft,seniorHR,HR
14,1014,MicroSoft14,456,MicroSoft,SoftwareDeveloper,Dev
15,1015,MicroSoft15,456,MicroSoft,Manager,Management
16,1016,MicroSoft16,456,MicroSoft,Infra,QA
17,1017,MicroSoft17,456,MicroSoft,juniorHR,HR
18,1018,MicroSoft18,456,MicroSoft,seniorHR,HR
19,1019,MicroSoft19,456,MicroSoft,SoftwareDeveloper,Dev
20,1020,MicroSoft20,456,MicroSoft,Manager,Management
21,1021,MicroSoft21,456,MicroSoft,Infra,QA
22,1022,MicroSoft22,456,MicroSoft,juniorHR,HR
23,1023,MicroSoft23,456,MicroSoft,seniorHR,HR
24,1024,MicroSoft24,456,MicroSoft,SoftwareDeveloper,Dev
25,1025,MicroSoft25,456,MicroSoft,Manager,Management
26,1026,MicroSoft26,456,MicroSoft,Infra,QA
27,1027,MicroSoft27,456,MicroSoft,juniorHR,HR
28,1028,MicroSoft28,456,MicroSoft,seniorHR,HR
29,1029,MicroSoft29,456,MicroSoft,SoftwareDeveloper,Dev
30,1030,MicroSoft30,456,MicroSoft,Manager,Management
31,1031,MicroSoft31,456,MicroSoft,Infra,QA
32,1032,MicroSoft32,456,MicroSoft,juniorHR,HR
33,1033,MicroSoft33,456,MicroSoft,seniorHR,HR
34,1034,MicroSoft34,456,MicroSoft,SoftwareDeveloper,Dev
35,1035,MicroSoft35,456,MicroSoft,Manager,Management
36,1036,MicroSoft36,456,MicroSoft,Infra,QA
37,1037,MicroSoft37,456,MicroSoft,juniorHR,HR
38,1038,MicroSoft38,456,MicroSoft,seniorHR,HR
39,1039,MicroSoft39,456,MicroSoft,SoftwareDeveloper,Dev
40,1040,MicroSoft40,456,MicroSoft,Manager,Management
41,1041,MicroSoft41,456,MicroSoft,Infra,QA
42,1042,MicroSoft42,456,MicroSoft,juniorHR,HR
43,1043,MicroSoft43,456,MicroSoft,seniorHR,HR
44,1044,MicroSoft44,456,MicroSoft,SoftwareDeveloper,Dev
45,1045,MicroSoft45,456,MicroSoft,Manager,Management
46,1046,MicroSoft46,456,MicroSoft,Infra,QA
47,1047,MicroSoft47,456,MicroSoft,juniorHR,HR
48,1048,MicroSoft48,456,MicroSoft,seniorHR,HR
49,1049,MicroSoft49,456,MicroSoft,SoftwareDeveloper,Dev
50,1050,MicroSoft50,456,MicroSoft,Manager,Management
51,1051,MicroSoft51,456,MicroSoft,Infra,QA
52,1052,MicroSoft52,456,MicroSoft,juniorHR,HR
53,1053,MicroSoft53,456,MicroSoft,seniorHR,HR
54,1054,MicroSoft54,456,MicroSoft,SoftwareDeveloper,Dev
55,1055,MicroSoft55,456,MicroSoft,Manager,Management
56,1056,MicroSoft56,456,MicroSoft,Infra,QA
57,1057,MicroSoft57,456,MicroSoft,juniorHR,HR
58,1058,MicroSoft58,456,MicroSoft,seniorHR,HR
59,1059,MicroSoft59,456,MicroSoft,SoftwareDeveloper,Dev
60,1060,MicroSoft60,456,MicroSoft,Manager,Management
61,1061,MicroSoft61,456,MicroSoft,Infra,QA
62,1062,MicroSoft62,456,MicroSoft,juniorHR,HR
63,1063,MicroSoft63,456,MicroSoft,seniorHR,HR
64,1064,MicroSoft64,456,MicroSoft,SoftwareDeveloper,Dev
65,1065,MicroSoft65,456,MicroSoft,Manager,Management
66,1066,MicroSoft66,456,MicroSoft,Infra,QA
67,1067,MicroSoft67,456,MicroSoft,juniorHR,HR
68,1068,MicroSoft68,456,MicroSoft,seniorHR,HR
69,1069,MicroSoft69,456,MicroSoft,SoftwareDeveloper,Dev
70,1070,MicroSoft70,456,MicroSoft,Manager,Management
71,1071,MicroSoft71,456,MicroSoft,Infra,QA
72,1072,MicroSoft72,456,MicroSoft,juniorHR,HR
73,1073,MicroSoft73,456,MicroSoft,seniorHR,HR
74,1074,MicroSoft74,456,MicroSoft,SoftwareDeveloper,Dev
75,1075,MicroSoft75,456,MicroSoft,Manager,Management
76,1076,MicroSoft76,456,MicroSoft,Infra,QA
77,1077,MicroSoft77,456,MicroSoft,juniorHR,HR
78,1078,MicroSoft78,456,MicroSoft,seniorHR,HR
79,1079,MicroSoft79,456,MicroSoft,SoftwareDeveloper,Dev
80,1080,MicroSoft80,456,MicroSoft,Manager,Management
81,1081,MicroSoft81,456,MicroSoft,Infra,QA
82,1082,MicroSoft82,456,MicroSoft,juniorHR,HR
83,1083,MicroSoft83,456,MicroSoft,seniorHR,HR
84,1084,MicroSoft84,456,MicroSoft,SoftwareDeveloper,Dev
85,1085,MicroSoft85,456,MicroSoft,Manager,Management
86,1086,MicroSoft86,456,MicroSoft,Infra,QA
87,1087,MicroSoft87,456,MicroSoft,juniorHR,HR
88,1088,MicroSoft88,456,MicroSoft,seniorHR,HR
89,1089,MicroSoft89,456,MicroSoft,SoftwareDeveloper,Dev
90,1090,MicroSoft90,456,MicroSoft,Manager,Management
91,1091,MicroSoft91,456,MicroSoft,Infra,QA
92,1092,MicroSoft92,456,MicroSoft,juniorHR,HR
93,1093,MicroSoft93,456,MicroSoft,seniorHR,HR
94,1094,MicroSoft94,456,MicroSoft,SoftwareDeveloper,Dev
95,1095,MicroSoft95,456,MicroSoft,Manager,Management
96,1096,MicroSoft96,456,MicroSoft,Infra,QA
97,1097,MicroSoft97,456,MicroSoft,juniorHR,HR
98,1098,MicroSoft98,456,MicroSoft,seniorHR,HR
99,1099,MicroSoft99,456,MicroSoft,SoftwareDeveloper,Dev
100,1100,MicroSoft100,456,MicroSoft,Manager,Management
